r_bookID|r_title|r_avgbookrating
37875|The Art of the Start: The Time-Tested  Battle-Hardened Guide for Anyone Starting Anything|3.87
37877|Mandala Sand Art Kit|1.00
37892|The Death Shift: The True Story of Nurse Genene and the Texas Baby Murders|3.78
37900|Turn of the Cards (Wild Cards  #12)|3.69
37902|Turn of the Cards|3.00
37905|Dr. Seuss (First Biographies)|4.33
37909|Go Jump in the Pool! (Macdonald Hall  #2)|4.16
37911|Shipwreck (Island I)|3.80
37947|The Pusher (87th Precinct  #3)|3.90
37951|Eight Black Horses (87th Precinct  #38)|3.92
37952|Fiddlers (87th Precinct  #55)|3.86
37954|The Last Dance (87th Precinct  #50)|3.69
37976|The Listener's Bible: NIV|4.60
37979|Information Technology for Management: Transforming Organizations in the Digital Economy|3.93
37986|A Search for What Makes Sense: Finding Faith|3.59
37996|Police Brutality: An Anthology|3.80
37998|Reluctant Burglar (To Catch a Thief #1)|3.67
38004|Q: The Autobiography of Quincy Jones|4.09
38012|Mansion On The Hill: Dylan Young Geffen Springsteen and the Head-on-Collision of Rock and Commerce|3.91
38017|Lady on the Hill: How Biltmore Estate Became an American Icon|3.91
38019|Hit Men: Power Brokers and Fast Money Inside the Music Business|3.94
38030|Savannah Blues (Weezie and Bebe Mysteries  #1)|3.99
38042|The Last Shogun: The Life of Tokugawa Yoshinobu|3.76
38044|Shōgun (Asian Saga  #1)|4.39
38049|Whoreson|4.32
38056|Crime Partners|4.20
38066|Jonah's Gourd Vine|3.99
38068|The Complete Stories|4.25
38069|Zora Neale Hurston: A Literary Biography|4.10
38070|Zora Neale Hurston: Critical Perspectives Past And Present (Amistad Literary Series)|4.20
38075|The Tarot Cafe  #1|3.88
38083|Photography's Other Histories|3.83
38085|Photos of the Gods: The Printed Image and Political Struggle in India|3.96
38093|Antitrust Law|4.00
38107|Case Closed: Lee Harvey Oswald and the Assassination of JFK|3.96
38123|Sex and Reason|3.91
38128|Law and Literature|3.61
38150|Orlando: A Biography: Film Screenplay|4.07
38153|Orlando Furioso: Part Two|4.23
38154|Orlando Furioso|4.02
38155|A People's Tragedy: The Russian Revolution: 1891-1924|4.31
38169|Alas  Babylon|4.08
38175|The South Beach Diet: The Delicious  Doctor-Designed  Foolproof Plan for Fast and Healthy Weight Loss|3.45
38180|On the Beach|3.94
38198|The Book of Merlyn: The Unpublished Conclusion to The Once & Future King|3.96
38210|The Art of Happiness|4.16
38211|The Art of Happiness at Work|3.95
38212|Zen and the Art of Happiness|4.05
38215|Lovingkindness: The Revolutionary Art of Happiness|4.24
38228|Kaplan & Sadock's Synopsis of Psychiatry: Behavioral Sciences/Clinical Psychiatry|4.22
38230|How to Go to College Almost for Free  Updated|3.45
38238|Australia|4.07
38242|Let's Go Australia on a Budget|3.93
38244|National Geographic Traveler: Australia|3.80
38262|Moll Flanders|3.52
38264|Moll Flanders|3.52
38288|The Leatherstocking Tales  Vol. 2: The Pathfinder / The Deerslayer|3.98
38296|The Last of the Mohicans (The Leatherstocking Tales #2)|3.70
38300|A River Runs Through It|4.17
38302|Empires of the Monsoon: A History of the Indian Ocean and Its Invaders|4.39
38311|The Next Whole Earth Catalog: Access to Tools|4.45
38313|Whole Earth Software Catalog|3.92
38315|Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets|4.06
38330|El Borbah|3.94
38331|Big Baby|3.96
38333|Black Hole|3.84
38336|Black Hole  tome 3: Visions|4.00
38337|Black Hole  tome 4 : Reine des lézards|4.26
38338|9-11|3.73
38339|Secrets  Lies and Democracy|3.98
38340|Syntactic Structures|3.84
38341|The Umbrella of US Power: The Universal Declaration of Human Rights & the Contradictions of US Policy|3.96
38344|The Common Good|4.01
38346|The Curious Sofa|4.18
38376|LOVE MODE 11|4.37
38379|Ring (Ring  #1)|3.82
38385|The Ring Volume 4 Birthday|3.58
38398|Strings  Conformal Fields  and M-Theory (Graduate Texts in Contemporary Physics)|4.15
38399|Introduction to Superstrings and M-Theory|4.27
38400|To Win a Nuclear War: The Pentagon's Secret War Plans|3.94
38401|Company|3.73
38412|Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem|4.25
38414|The Science Book|4.05
38424|Kristy's Great Idea|4.17
38426|The Actor in You: Sixteen Simple Steps to Understanding the Art of Acting|3.65
38429|The Actor in You: Sixteen Simple Steps to Understanding the Art of Acting|3.65
38436|The Cat Who Played Post Office (Cat Who...  #6)|3.97
38457|Just Above My Head|4.38
38458|Nobody Knows My Name|4.35
38461|Tell Me How Long the Train's Been Gone|4.26
38463|If Beale Street Could Talk|4.23
38465|Tell My Horse: Voodoo and Life in Haiti and Jamaica|3.96
38466|Wrapped in Rainbows: The Life of Zora Neale Hurston|4.32
38469|Going to Meet the Man|4.35
38471|The Amen Corner|3.90
38473|Blues for Mister Charlie|4.13
38476|Every Tongue Got to Confess: Negro Folk-tales from the Gulf States|3.97
38496|Factotum|3.97
38500|Women|3.86
38501|Ham on Rye|4.14
38503|Tales of Ordinary Madness|3.92
38504|You Get So Alone at Times That it Just Makes Sense|4.24
38510|Tiempo De Matar|4.07
38511|The Wakefields of Sweet Valley (Sweet Valley High Magna Editions #1)|3.92
38513|The Wedding (Sweet Valley High  #98)|3.52
38514|Alone in the Crowd (Sweet Valley High  #28)|3.44
38515|Taking Sides (Sweet Valley High  #31)|3.38
38517|The Wakefield Legacy: The Untold Story (Sweet Valley High Magna Editions #2)|3.94
38522|Love at First Bite (Dark-Hunter #6.5; Wild Wulfs of London #2.5; Companion #3.5)|4.06
38524|Spunk & Bite: A Writer's Guide to Punchier  More Engaging Language & Style|3.90
38528|Cookies: Bite-Size Life Lessons|4.18
38529|Bite Me If You Can (Argeneau #6)|4.27
38530|Aftershock  (Sweet Valley High Super Edition  #12)|3.70
38531|Sweet 18 (SVH Senior Year  #48)|3.47
38532|The New Jessica (Sweet Valley High  #32)|3.44
38533|Double Love (Sweet Valley High  #1)|3.54
38536|Happily Ever After (Sweet Valley High  #134)|3.58
38538|Forbidden Love (Sweet Valley High #34)|3.32
38539|Control Freak (SVH Senior Year  #35)|3.33
38547|Mosquito Bite|3.51
38548|Love Bites (Argeneau #2)|4.13
38549|Nigella Bites: From Family Meals to Elegant Dinners--Easy  Delectable Recipes for Any Occasion|4.00
38551|The Pursuit of History|3.46
38560|Vegas Bites: A Werewolf Romance Anthology|4.12
38562|A Bite to Remember (Argeneau #5)|4.24
38564|Boys that Bite (Blood Coven Vampire  #1)|3.68
38568|A Quick Bite (Argeneau #1)|3.91
38570|Bite Club (Bite Club  #1)|3.07
38572|Last Bite|3.42
38583|Bite Me!: An Unofficial Guide to the World of Buffy the Vampire Slayer|4.13
38585|Small Bites  Big Nights: Seductive Little Plates for Intimate Occasions and Lavish Parties|3.60
38592|Plants Bite Back! (DK Readers)|3.88
38593|Last Wish (Sweet Valley High)|3.91
38597|Starting Over (Sweet Valley High  #33)|3.35
38601|Dear Sister (Sweet Valley High  #7)|3.53
38609|Don't Wait for Your Ship to Come In... Swim Out to Meet It!: Bite-Sized Inspirations to Help You Achieve Your Dreams|3.22
38619|Magic Bites (Kate Daniels  #1)|4.07
38633|The Secret Garden|4.13
38638|The Secret Garden|4.13
38640|The Secret Garden Coloring Book|4.25
38643|A Little Princess|4.20
38647|A Little Princess|4.16
38648|The Little Princesses|4.03
38650|Laura Ingalls Wilder Country: The People and places in Laura Ingalls Wilder's life and books|4.24
38656|The Collected Works of C.S. Lewis|4.45
38664|Pedro Páramo|4.05
38665|Pedro Páramo / El Llano en llamas|4.29
38667|Pedro Páramo|4.05
38669|Pedro Paramo / El Llano En Llamas|4.29
38670|Pedro Páramo|4.05
38673|Peter Pan in Kensington Gardens / Peter and Wendy|4.06
38674|Walt Disney's Peter Pan (A Little Golden Book)|4.39
38677|Peter Pan And Wendy|4.08
38678|Peter Pan|4.08
38680|Adventures of Huckleberry Finn|3.82
38686|Alice in Wonderland / Hunting of the Snark|4.06
38695|Holes|3.96
38700|Rabbit Hole|4.06
38707|A Magic Crystal? (Marvin Redpost)|3.76
38709|Holes (Holes  #1)|3.96
38710|Super Fast Out of Control|3.75
38717|The Anthology at the End of the Universe: Leading Science Fiction Authors on Douglas Adams' The Hitchhiker's Guide to the Galaxy|3.86
38723|The Feminine Mystique|3.86
38724|"Betty Friedan and the Making of ""The Feminine Mystique"": The American Left  the Cold War  and Modern Feminism"|3.59
38735|James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small|4.45
38736|James Herriot's Dog Stories|4.40
38737|The Real James Herriot: A Memoir of My Father|4.20
38739|The Lord God Made Them All|4.42
38746|Who Was Mark Twain?|4.16
38747|Roughing It|3.89
38750|The Complete Essays of Mark Twain|4.33
38752|Death of a Salesman|3.51
38755|The Portable Arthur Miller|4.21
38756|Collected Plays 1944-1961|4.22
38761|Incident at Vichy|3.96
38769|Discovering Great Artists: Hands-On Art for Children in the Styles of the Great Masters|4.24
38773|The Portable Thomas Jefferson|4.05
38775|Autobiography of Thomas Jefferson|3.89
38786|Juan Rulfo's Mexico|4.47
38787|Pedro Páramo|4.05
38788|The Burning Plain and Other Stories|4.19
38803|Laughter and Tears: A Family's Journey to Understanding the Autism Spectrum|4.00
38804|The Irish Anatomist: A Study of Flann O'Brien|5.00
38826|Quito 1599: City and Colony in Transition|3.52
38827|1599: A Year in the Life of William Shakespeare|4.09
38830|Stranger from the Past|3.23
38835|The Olive Farm: A Memoir of Life  Love  and Olive Oil in the South of France|3.81
38855|Confederates in the Attic: Dispatches from the Unfinished Civil War|4.09
38860|Convergence Culture: Where Old and New Media Collide|3.85
38874|The Sling and the Stone: On War in the 21st Century|3.89
38892|Mistletoe|3.41
38898|The Guide to Hollywood and Beverly Hills|4.33
38905|Follow Your Heart's Vegetarian Soup Cookbook|3.47
38911|Your Best Friend's Boyfriend (Follow Your Heart  #1)|3.34
38913|Follow Your Heart|3.59
38917|Naughty Little Secret|3.73
38918|No Accident (Little Secrets  #2)|4.16
38924|Dirty Little Secrets (Marisela Morales/Dirty #1)|3.58
38925|Dirty Little Secrets|4.15
38928|Three Little Secrets (MacLachlan Family  #4)|3.84
38936|Lori's Little Secret (Bravo Family  #15) (Bravo Family Ties Miniseries  #3)|3.76
38951|The Day My Butt Went Psycho|3.73
38955|Just Disgusting!|3.83
38970|Thorn in Her Side (The Princess School  #7)|3.88
38977|The Princess of the Chalet School|4.08
38980|The Princess Diaries (The Princess Diaries  #1)|3.78
38986|Let Down Your Hair|3.83
38988|Awakening (Chasing Yesterday  #1)|3.95
38989|Betrayal (Chasing Yesterday  #2)|3.96
38990|Fun Home: A Family Tragicomic|4.08
38992|Second Home: Finding Your Place in the Fun (Better Homes and Gardens)|3.83
39000|Six Frigates: The Epic History of the Founding of the U. S. Navy|4.32
39001|Power  Sex  Suicide: Mitochondria and the Meaning of Life|4.24
39004|Die Tagebücher einer Nanny|3.42
39020|1491: New Revelations of the Americas Before Columbus|4.02
39022|Saint Ignatius Loyola: The Pilgrim Years 1491-1538|4.09
39026|Deep Storm (Jeremy Logan  #1)|3.87
39027|Death Match|3.79
39028|The Wheel of Darkness (Pendergast  #8)|3.93
39030|Reliquary (Pendergast  #2)|4.01
39031|The Cabinet of Curiosities (Pendergast  #3)|4.25
39033|Still Life With Crows (Pendergast  #4)|4.18
39034|Dancing on My Grave|3.80
39035|Dancing on His Grave: A True Story of Survival and Triumph|3.76
39045|I Don't Know How She Does It (Kate Reddy  #1)|3.33
39046|I Don't Know How She Does It (Kate Reddy  #1)|3.33
39068|Perfect Girls  Starving Daughters: The Frightening New Normalcy of Hating Your Body|3.78
39077|The 21 Success Secrets of Self-Made Millionaires: How to Achieve Financial Independence Faster and Easier Than You Ever Thought Possible|4.05
39081|The Cake Book|4.19
39088|Grand Finales: A Modernist View of Plated Desserts|4.24
39093|The Making of the Fittest: DNA and the Ultimate Forensic Record of Evolution|4.07
39097|The Bride Finder (St. Leger  #1)|3.84
39099|The Courtesan (The Dark Queen Saga  #2)|3.90
39101|Giovanni and Lusanna: Love and Marriage in Renaissance Florence|3.57
39102|The Collected Poetry  1968-1998|4.42
39103|Mozart's Don Giovanni (the Dover Opera Libretto Series)|3.94
39105|Love Poems|4.26
39106|Rosa|4.35
39124|The covert war against rock: what you don't know about the deaths of Jim Morrison  Tupac Shakur  Michael Hutchence  Brian Jones  Jimi Hendrix  Phil Ochs  Bob Marley  Peter Tosh  John Lennon  The Notorious B.I.G|3.58
39141|Gale Gand's Short + Sweet : Quick Desserts with Eight Ingredients or Less|3.71
39149|What Angels Fear (Sebastian St. Cyr  #1)|3.89
39173|Breaking Free from Compulsive Eating|4.01
39175|When Food Is Love: Exploring the Relationship Between Eating and Intimacy|4.04
39177|You're Born an Original  Don't Die a Copy!|4.06
39180|Orin Aoraiosaa: Songs for Selected Heads|4.39
39181|Guide to Stress Reduction|4.22
39191|La máquina de follar|3.92
39201|Getting a Grip on the Basics: Building a Firm Foundation for the Victorious Christian Life|4.67
39213|Freedom Riders: John Lewis and Jim Zwerg on the Front Lines of the Civil Rights Movement|3.98
39242|The Milagro Beanfield War|4.10
39245|The Magic Journey|3.91
39266|Captain Slaughterboard Drops Anchor|4.09
39286|Hide-and-Seek with Angels: The Life of J.M. Barrie|3.91
39302|The Hunted (Vampire Huntress  #3)|4.14
39303|The Bitten (Vampire Huntress  #4)|4.24
39304|The Forsaken (Vampire Huntress  #7)|4.35
39305|Minion (Vampire Huntress  #1)|3.44
39306|The Awakening (Vampire Huntress  #2)|4.00
39307|The Forbidden (Vampire Huntress  #5)|4.27
39308|The Damned (Vampire Huntress  #6)|4.28
39309|The Damned (Vampire Huntress  #6)|4.28
39311|Brand New Justice: How Branding Places and Products Can Help the Developing World|3.69
39315|Katie's Big Move (Junior Gymnasts  #2)|3.75
39317|Amanda's Unlucky Day (Junior Gymnasts  #6)|3.50
39339|Beat That! Cookbook|4.31
39346|Stake That (Blood Coven Vampire  #2)|3.97
39347|Sk8er Boy (First Kiss Club #1)|3.72
39357|Bride & Groom (A Dog Lover's Mystery  #16)|3.78
39358|Stud Rites (A Dog Lover's Mystery #9)|3.81
39359|The Dogfather (A Dog Lover's Mystery  #15)|3.83
39360|Steamed (A Gourmet Girl Mystery  #1)|3.45
39361|Paws Before Dying (A Dog Lover's Mystery  #4)|3.90
39363|A New Leash on Death (A Dog Lover's Mystery  #1)|3.79
39365|Scratch the Surface (A Cat Lover's Mystery #1)|3.34
39382|Corvette|4.83
39392|Lucifer's Shadow|3.57
39396|The Key|4.04
39397|The Deed (Deed  #1)|3.94
39398|The Chase (Deed  #3)|4.06
39399|Bliss|3.97
39400|The Perfect Wife|3.86
39401|Sweet Revenge|3.99
39402|The Reluctant Reformer|3.91
39403|Love Is Blind|3.99
39418|Standard Catalog of Smith & Wesson|4.44
39433|Korea's Place in the Sun: A Modern History|3.77
39440|Mighty Love|3.12
39441|Challengers of the Unknown: Stolen Moments  Borrowed Time|2.82
39442|Black Kiss|3.56
39444|Son of Superman|3.38
39470|Castle Diary: The Journal of Tobias Burgess|3.82
39473|Disaster!: Catastrophes That Shook the World|4.06
39476|Stephen Biesty's Incredible Explosions|4.41
39501|The Burglar Who Thought He Was Bogart (Bernie Rhodenbarr  #7)|3.89
39503|Hit Parade (John Keller  #3)|3.86
39504|The Girl with the Long Green Heart|3.75
39505|The Burglar Who Painted Like Mondrian (Bernie Rhodenbarr  #5)|3.88
39506|The Burglar Who Liked to Quote Kipling (Bernie Rhodenbarr  #3)|3.83
39508|Out on the Cutting Edge (Matthew Scudder  #7)|4.07
39509|Writing the Novel: From Plot to Print|3.95
39510|The Burglar Who Traded Ted Williams (Bernie Rhodenbarr  #6)|3.89
39518|Gilda Joyce: Psychic Investigator (Gilda Joyce  #1)|3.89
39526|Boeing Versus Airbus: The Inside Story of the Greatest International Competition in Business|3.63
39535|Fabulous Small Jews|3.90
39539|Feast: Food to Celebrate Life|4.15
39541|How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking|3.97
39542|How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking|3.97
39543|Forever Summer|4.00
39571|programming.java: An Introduction to Programming Using Java: An Introduction to Programming Using Java|4.00
39580|The American Campaign: U.S. Presidential Campaigns and the National Vote|5.00
39582|The Anglo-Saxons|4.04
39585|The Final Frontiersman: Heimo Korth and His Family  Alone in Alaska's Arctic Wilderness|4.21
39622|The Untamed One (Wild Wulfs of London  #2)|4.01
39623|The Cursed One (Wild Wulfs of London  #3)|4.02
39624|The Dark One (Wild Wulfs of London  #1)|3.87
39625|Call of the Moon|3.74
39632|Bad (Fearless  #13)|3.97
39633|Fear (Fearless  #23)|3.97
39636|Twisted (Fearless  #4)|3.94
39637|Run (Fearless  #3)|3.93
39638|Killer (Fearless  #12)|4.03
39639|Alone (Fearless  #22)|3.97
39640|Tears (Fearless  #15)|3.97
39660|The Shawshank Redemption|4.43
39661|The Shawshank Redemption: The Shooting Script|4.64
39662|Different Seasons|4.35
39671|The Real Frank Zappa Book|4.13
39685|Homegrown Democrat: A Few Plain Thoughts from the Heart of America|3.96
39690|Good Poems for Hard Times|4.14
39692|Good Poems|4.18
39700|Managers Not MBAs: A Hard Look at the Soft Practice of Managing and Management Development|3.83
39707|Hell No  We Won't Go! Resisting the Draft During the Vietnam War|4.50
39724|Marsha Is Only a Flower (Marsha  #2)|3.82
39733|Almond Cookies & Dragon Well Tea|3.89
39747|The Empire of Ice Cream|4.03
39748|The Fantasy Writer's Assistant and Other Stories|4.09
39749|Memoranda|3.90
39763|The Mystical Poems of Rumi 1: First Selection  Poems 1-200|4.28
39771|Ruby Gloom's Guide to Friendship|4.36
